type,q4,q6
0,0.00317271,0.00516175
0,0.00438867,0.00465594
0,0.00391818,0.00707452
0,0.00398641,0.00598778
0,0.0018646,0.00738346
0,0.000430227,0.00381228
0,0.000246484,0.00385996
0,0.00263889,0.00241593
0,0.000371147,0.00555407
0,0.000759775,0.0074975
0,0.00130327,0.00825413
0,0.00307275,0.0071719
0,0.00400245,0.00893511
0,0.00154018,0.00640181
0,0.00452812,0.00986137
0,0.00199275,0.00692925
0,0.00441086,0.00598416
0,0.00440769,0.00439961
0,0.007916,0.000941441
0,0.00178984,0.00395243
0,0.0032977,0.0074726
0,0.00555088,0.00419643
0,0.00723203,0.000447065
0,0.00545071,0.00370626
0,0.00318188,0.00888171
0,0.0052818,0.0134625
0,0.00378024,0.0121349
0,0.00591129,0.00637483
0,0.00352548,0.00240009
0,0.00603808,0.0108364
0,0.0105569,0.00821689
0,0.0136909,0.0118708
0,0.00372373,0.0132594
0,0.00301779,0.00803234
0,0.00471058,0.0113199
0,0.00538983,0.0123158
0,0.0009201,0.0103176
0,0.00478611,0.00831664
0,0.00413961,0.00316977
0,0.00709713,0.00480293
1,0.00127541,0.00188331
1,0.00168045,0.00177343
1,0.00106122,0.00151394
1,0.00239949,0.000392794
1,0.000616866,0.000256769
1,0.001465,0.00306173
1,0.00250996,0.00185032
1,0.00151473,9.92E-06
1,0.000369065,0.000756573
1,0.00279127,0.000301856
1,0.00201985,0.000540037
1,0.00183642,0.000400903
1,0.00115277,0.000937552
1,0.00187878,0.00052948
1,0.0013757,0.00126833
1,0.00018341,0.00132732
1,0.000140331,0.0028595
1,0.000545088,0.000610885
1,0.000249548,0.00193426
1,0.00025479,0.00178576
1,0.00123663,0.00181137
1,0.000446535,0.000422119
1,0.00103046,0.00160259
1,0.00111789,0.00201557
1,0.000900208,0.000623413
1,0.000852791,0.00111942
1,0.00124923,0.000310918
1,0.00184971,0.00280037
1,0.00289996,0.00469826
1,0.00274362,0.00373062
1,0.00216266,0.00294787
1,0.0018154,0.00269006
1,0.000502501,0.000545371
1,0.00101407,0.000902939
1,0.00132483,0.000601049
1,0.000193668,0.000557747
1,0.000396998,0.00220094
1,0.000304271,0.00309178
1,0.000128159,0.00327484
1,0.0003204,0.00390942
1,0.000421496,0.00416737
1,0.00134757,0.00317768
1,0.0014502,0.00134627
1,4.42E-05,0.000224726
1,0.00143621,0.00012295
1,0.00181804,0.0012635
1,0.00361281,0.000995867
1,0.000882291,0.00124169
1,0.00166922,0.000951279
1,0.00279611,0.000274813
1,0.00177037,0.00202411
1,0.00099555,0.000111
1,0.00289627,0.000350678
1,0.00268268,0.00152926
1,0.00321921,0.00163876
1,0.00433599,0.00166211
1,0.00264882,0.000132507
1,0.000928258,0.000622525
1,0.004537,0.00223477
1,0.00166711,0.00239988
1,0.000666177,0.00184612
1,0.000964844,0.00251551
1,0.000713016,0.00215688
1,0.000967742,0.00400355
1,0.00106672,0.00602142
1,0.000406029,0.00484329
1,0.00269373,0.00447024
1,0.00141878,0.0030984
1,8.58E-05,0.0025645
1,0.0023289,0.00266224
1,0.00113065,0.000505483
0,0.0151978,0.00192695
0,0.0180022,0.00215362
0,0.00442538,0.00950091
0,0.000916332,0.0144431
0,0.00326619,0.00450745
0,0.00471308,0.00242367
0,0.0141971,0.0116423
0,0.0113679,0.00838536
0,0.0126906,0.0256613
0,0.0040789,0.00258652
0,0.00382679,0.00987849
0,0.0125989,0.00519605
0,0.00703575,0.0179668
0,0.0054192,0.00770727
0,0.00432137,0.00896577
0,0.0107442,0.0119296
0,0.00530485,0.0102575
0,0.0184916,0.00376564
0,0.00631593,0.00820214
0,0.0123052,0.00351546
0,0.00397635,0.0210202
0,0.0105388,0.0259449
0,0.00312187,0.0236771
0,0.0111215,0.02911
0,0.0197911,0.032097
0,0.0159502,0.0259926
0,0.00810784,0.00342203
0,0.0109135,0.00974843
0,0.00217545,0.0208745
0,0.0161776,0.0133474
0,0.00614382,0.00764755
0,0.00011831,0.00418073
0,0.000215339,0.00474884
0,0.000910863,0.00406258
0,0.00202306,0.00280334
0,0.00367865,0.00173621
0,0.00015513,0.00286492
0,0.000621566,0.00324775
0,0.000444195,0.00189162
0,0.00200086,0.00161469
0,0.00152896,0.00071263
0,0.000626828,0.00174929
0,0.00138317,0.00360372
0,0.00132409,0.00229316
0,2.58E-05,0.00174261
0,9.27E-05,0.00303818
0,0.0019601,0.00222227
0,7.41E-05,0.00106133
0,0.00190778,0.00125336
0,0.00381172,0.00436321
0,0.00217286,0.00339241
0,0.00194857,0.00388736
0,0.000672884,0.00451811
0,0.00380529,0.00458437
0,0.00660156,0.00281291
0,0.00342077,0.00517556
0,0.00497531,0.0023637
0,0.00277852,0.00136874
0,0.000729634,0.00130832
0,0.0052071,0.00582403
1,0.000791801,3.42E-06
1,0.000181092,0.000697627
1,0.00107488,0.000303085
1,0.000799404,1.20E-05
1,7.41E-05,0.00139905
1,0.000260437,0.000748965
1,0.000584972,0.000265571
1,0.000235817,0.00062748
1,0.000111491,0.00122432
1,0.0009105,0.000908917
1,0.000360557,0.000971764
1,0.000179972,0.000559817
1,0.000556858,0.000913364
1,0.000466683,0.000772896
1,0.000116208,0.000909622
1,0.000663313,0.000941984
1,0.000683155,0.00036727
1,0.00138116,7.49E-05
1,0.00159256,0.000231905
1,0.000292005,0.000221443
1,0.000699987,0.000639904
1,0.00161336,0.000738411
1,0.000637083,0.000757091
1,4.88E-06,0.000171171
1,0.000255383,0.000808812
1,4.51E-05,0.00141015
1,0.000345829,0.00105156
1,2.42E-05,0.00101573
1,0.0006486,0.000882268
1,0.000522204,0.00194618
1,0.000360733,0.00123522
1,0.000750723,0.000985862
1,0.000381948,0.000212404
1,8.67E-05,0.000861672
1,0.00108373,0.000508247
1,0.000888515,0.000605381
1,0.000156928,0.000220253
1,0.00150716,0.000210336
1,0.000973016,0.000838393
1,0.000694052,0.000283538
1,0.000880266,0.000730823
1,0.000837678,0.000252237
1,0.000802319,0.000675689
1,0.000322037,0.000727926
1,0.000126697,0.00123543
1,0.000688612,0.00152341
1,0.000743844,0.00168969
1,0.000248091,0.00139755
1,0.000775411,0.00156945
1,0.000457395,0.00214215
1,0.00055341,0.00179341
1,0.00102924,0.000274966
1,0.00017814,0.000569324
1,0.000611278,0.000319581
1,5.64E-06,0.00231156
1,8.09E-05,0.00147165
1,0.000197312,0.00194527
1,0.00074661,0.000145948
1,0.00133624,0.000896903
1,0.00215715,0.00049766
1,0.00211233,0.000199599
1,0.00113312,0.000910409
1,7.02E-05,0.000320528
1,0.000844323,0.000697941
1,0.000862987,0.0033323
1,7.72E-05,1.03E-05
1,0.000348629,0.000886864
1,8.05E-05,0.00205978
1,0.000961625,0.00270074
1,0.000372818,0.000991421
1,6.41E-05,8.76E-05
1,4.29E-05,0.00249126
1,0.00145853,0.000573344
1,0.000285706,0.00219485
1,0.001251,0.00254787
1,0.0008039,0.000919219
